#Subj:	10385
#Run:	1
#Age:	25
#Gender:	female
#29-Jul-2013
Func	Run	Trial	Block	Null	trialStartTime	Mag	ScoreInc	Freq	EV	RT	Emotion	Image
CEVR	1	163	9	0	1.489599e+03	150	0	2.456373e-01	3.675436e+01	1028	fear	fear_8.png
CEVR	1	164	9	0	1.497913e+03	83	0	4.372046e-01	3.612559e+01	3338	fear	fear_10.png
CEVR	1	165	9	0	1.505195e+03	100	0	3.764535e-01	3.775291e+01	2860	fear	fear_20.png
CEVR	1	166	9	0	1.511769e+03	124	0	3.044194e-01	3.760884e+01	2046	fear	fear_14.png
CEVR	1	167	9	0	1.517796e+03	138	138	2.621988e-01	3.621340e+01	1361	fear	fear_4.png
CEVR	1	168	9	0	1.525333e+03	147	147	2.601969e-01	3.830098e+01	1323	fear	fear_5.png
DEV	1	169	8	0	1.599102e+03	69	69	6.667358e-01	4.588143e+01	906	scram	scram_13.png
DEV	1	170	8	0	1.604812e+03	81	0	5.480908e-01	4.435963e+01	1494	scram	scram_11.png
DEV	1	171	8	0	1.612359e+03	77	77	4.494989e-01	3.439367e+01	2140	scram	scram_9.png
DEV	1	172	8	0	1.619633e+03	81	0	4.121288e-01	3.320285e+01	2454	scram	scram_16.png
DEV	1	173	8	0	1.627148e+03	79	0	3.658792e-01	2.888840e+01	2925	scram	scram_3.png
DEV	1	174	8	0	1.634432e+03	84	0	3.211032e-01	2.709029e+01	3474	scram	scram_10.png
DEV	1	175	8	0	1.640237e+03	66	66	8.307561e-01	5.445946e+01	249	scram	scram_20.png
DEV	1	176	8	0	1.646282e+03	71	71	7.589540e-01	5.394830e+01	522	scram	scram_4.png
DEV	1	177	8	0	1.653190e+03	75	75	6.642594e-01	4.974192e+01	917	scram	scram_17.png
DEV	1	178	8	0	1.659806e+03	76	0	5.440237e-01	4.136707e+01	1517	scram	scram_8.png
DEV	1	179	8	0	1.667518e+03	77	77	4.805720e-01	3.685148e+01	1913	scram	scram_19.png
DEV	1	180	8	0	1.674915e+03	80	80	4.549761e-01	3.656488e+01	2098	scram	scram_21.png
DEV	1	181	8	0	1.681654e+03	83	0	4.241876e-01	3.530052e+01	2347	scram	scram_15.png
DEV	1	182	8	0	1.688123e+03	82	82	4.452787e-01	3.634860e+01	2173	scram	scram_1.png
DEV	1	183	8	0	1.694976e+03	83	83	3.804960e-01	3.139270e+01	2765	scram	scram_12.png
DEV	1	184	8	0	1.702003e+03	86	0	3.670317e-01	3.153542e+01	2912	scram	scram_7.png
DEV	1	185	8	0	1.710253e+03	86	86	3.452801e-01	2.955768e+01	3168	scram	scram_14.png
DEV	1	186	8	0	1.717066e+03	84	84	3.362672e-01	2.820958e+01	3280	scram	scram_2.png
DEV	1	187	8	0	1.723962e+03	81	81	3.566879e-01	2.897886e+01	3031	scram	scram_18.png
DEV	1	188	8	0	1.730778e+03	78	78	3.900625e-01	3.050866e+01	2666	scram	scram_5.png
DEV	1	189	8	0	1.737844e+03	78	78	4.738365e-01	3.689329e+01	1960	scram	scram_6.png
DEV	1	190	8	0	1.744997e+03	84	0	3.284743e-01	2.763654e+01	3379	scram	scram_8.png
DEV	1	191	8	0	1.751187e+03	79	0	5.614680e-01	4.412673e+01	1420	scram	scram_7.png
DEV	1	192	8	0	1.757915e+03	80	80	4.753984e-01	3.794600e+01	1949	scram	scram_15.png
DEV	1	193	8	0	1.764441e+03	74	74	5.133395e-01	3.789887e+01	1699	scram	scram_16.png
DEV	1	194	8	0	1.771767e+03	80	0	4.319639e-01	3.455717e+01	2281	scram	scram_2.png
DEV	1	195	8	0	1.778925e+03	81	0	3.792712e-01	3.054731e+01	2778	scram	scram_18.png
DEV	1	196	8	0	1.786142e+03	84	0	3.509659e-01	2.963027e+01	3099	scram	scram_3.png
DEV	1	197	8	0	1.793045e+03	83	0	3.226484e-01	2.688251e+01	3454	scram	scram_6.png
DEV	1	198	8	0	1.798875e+03	67	67	7.548973e-01	5.073855e+01	538	scram	scram_20.png
DEV	1	199	8	0	1.806244e+03	79	79	6.006672e-01	4.720040e+01	1216	scram	scram_13.png
DEV	1	200	8	0	1.813001e+03	73	73	5.634947e-01	4.087573e+01	1409	scram	scram_9.png
DEV	1	201	8	0	1.819190e+03	74	74	5.283509e-01	3.933117e+01	1608	scram	scram_5.png
DEV	1	202	8	0	1.826431e+03	77	0	5.088519e-01	3.915316e+01	1727	scram	scram_11.png
DEV	1	203	8	0	1.833400e+03	80	0	4.464224e-01	3.553511e+01	2164	scram	scram_19.png
DEV	1	204	8	0	1.840008e+03	69	0	8.218309e-01	5.662079e+01	282	scram	scram_4.png
DEV	1	205	8	0	1.847746e+03	82	0	3.835413e-01	3.160837e+01	2733	scram	scram_1.png
DEV	1	206	8	0	1.855034e+03	79	0	3.721552e-01	2.931135e+01	2855	scram	scram_14.png
DEV	1	207	8	0	1.861864e+03	73	0	6.132571e-01	4.492170e+01	1154	scram	scram_10.png
DEV	1	208	8	0	1.868301e+03	78	78	5.841127e-01	4.556607e+01	1300	scram	scram_21.png
DEV	1	209	8	0	1.874749e+03	75	75	5.433208e-01	4.078010e+01	1521	scram	scram_12.png
DEV	1	210	8	0	1.881664e+03	79	0	5.429698e-01	4.293052e+01	1523	scram	scram_17.png
CEVR	1	211	7	0	1.952315e+03	147	0	2.486082e-01	3.650278e+01	1091	happy	happy_21.png
CEVR	1	212	7	0	1.958770e+03	114	114	3.295165e-01	3.765903e+01	2370	happy	happy_16.png
CEVR	1	213	7	0	1.965803e+03	108	0	3.449654e-01	3.734497e+01	2546	happy	happy_9.png
CEVR	1	214	7	0	1.972162e+03	117	117	3.271854e-01	3.830874e+01	2342	happy	happy_10.png
CEVR	1	215	7	0	1.978844e+03	156	0	2.369191e-01	37	834	happy	happy_8.png
CEVR	1	216	7	0	1.986030e+03	112	0	3.312020e-01	3.700000e+01	2390	happy	happy_7.png
CEVR	1	217	7	0	1.993048e+03	126	0	2.894502e-01	3.642110e+01	1826	happy	happy_13.png
CEVR	1	218	7	0	2.000533e+03	89	89	4.169350e-01	37	3194	happy	happy_14.png
CEVR	1	219	7	0	2.008193e+03	74	0	4.806978e-01	3.555791e+01	3606	happy	happy_17.png
CEVR	1	220	7	0	2.016136e+03	112	112	3.290978e-01	37	2365	happy	happy_20.png
CEVR	1	221	7	0	2.022496e+03	109	0	3.318811e-01	3.633624e+01	2398	happy	happy_6.png
CEVR	1	222	7	0	2.028942e+03	111	0	3.247242e-01	3.602583e+01	2312	happy	happy_1.png
CEVR	1	223	7	0	2.035720e+03	160	0	2.272727e-01	3.631818e+01	602	happy	happy_19.png
CEVR	1	224	7	0	2.041482e+03	140	0	2.612467e-01	3.647751e+01	1343	happy	happy_2.png
CEVR	1	225	7	0	2.048615e+03	122	122	2.957972e-01	3.611261e+01	1922	happy	happy_11.png
CEVR	1	226	7	0	2.056386e+03	119	0	3.014432e-01	3.579423e+01	2004	happy	happy_3.png
CEVR	1	227	7	0	2.063342e+03	131	0	2.863144e-01	3.757263e+01	1777	happy	happy_5.png
CEVR	1	228	7	0	2.070009e+03	117	0	3.122739e-01	3.668773e+01	2153	happy	happy_12.png
CEVR	1	229	7	0	2.075603e+03	139	0	2.680604e-01	3.726806e+01	1469	happy	happy_18.png
CEVR	1	230	7	0	2.082481e+03	123	0	3.027115e-01	3.730271e+01	2022	happy	happy_4.png
CEVR	1	231	7	0	2.089901e+03	101	0	3.568476e-01	3.592946e+01	2671	happy	happy_15.png
CEVR	1	232	7	0	2.096471e+03	167	167	2.177569e-01	3.634673e+01	353	happy	happy_20.png
CEVR	1	233	7	0	2.102769e+03	173	0	2.146883e-01	3.721469e+01	268	happy	happy_15.png
CEVR	1	234	7	0	2.108759e+03	168	0	2.206885e-01	37	432	happy	happy_2.png
CEVR	1	235	7	0	2.114804e+03	173	0	2.172090e-01	3.765163e+01	338	happy	happy_8.png
CEVR	1	236	7	0	2.122549e+03	97	0	3.880731e-01	3.777615e+01	2963	happy	happy_18.png
CEVR	1	237	7	0	2.129465e+03	154	0	2.458238e-01	3.773747e+01	1032	happy	happy_21.png
CEVR	1	238	7	0	2.135751e+03	132	0	2.752976e-01	3.644940e+01	1596	happy	happy_12.png
CEVR	1	239	7	0	2.142454e+03	145	0	2.578141e-01	3.725781e+01	1277	happy	happy_4.png
CEVR	1	240	7	0	2.148449e+03	177	0	2.139788e-01	3.785592e+01	248	happy	happy_13.png
CEVR	1	241	7	0	2.156009e+03	93	93	3.885389e-01	3.622292e+01	2967	happy	happy_19.png
CEVR	1	242	7	0	2.163383e+03	99	0	3.878407e-01	3.855136e+01	2961	happy	happy_11.png
CEVR	1	243	7	0	2.170008e+03	108	0	3.432282e-01	3.700000e+01	2527	happy	happy_16.png
CEVR	1	244	7	0	2.177243e+03	85	0	4.329656e-01	37	3309	happy	happy_6.png
CEVR	1	245	7	0	2.184271e+03	120	0	3.088481e-01	37	2107	happy	happy_17.png
CEVR	1	246	7	0	2.189827e+03	170	0	2.176105e-01	3.700000e+01	349	happy	happy_14.png
CEVR	1	247	7	0	2.196793e+03	149	149	2.430556e-01	3.627083e+01	972	happy	happy_7.png
CEVR	1	248	7	0	2.203196e+03	147	147	2.453116e-01	3.601875e+01	1021	happy	happy_9.png
CEVR	1	249	7	0	2.209001e+03	149	0	2.474680e-01	3.675253e+01	1067	happy	happy_1.png
CEVR	1	250	7	0	2.216041e+03	153	0	2.410199e-01	3.675898e+01	927	happy	happy_10.png
CEVR	1	251	7	0	2.222733e+03	139	0	2.675620e-01	3.726756e+01	1460	happy	happy_3.png
CEVR	1	252	7	0	2.229777e+03	134	0	2.849912e-01	3.813996e+01	1756	happy	happy_5.png
#29-Jul-2013
IEV	2	253	6	0	1.346938e+02	32	32	8.290956e-01	2.667724e+01	1456	scram	scram_3.png
IEV	2	254	6	0	1.405307e+02	16	16	8.966147e-01	1.472972e+01	337	scram	scram_17.png
IEV	2	255	6	0	1.468642e+02	70	70	5.970246e-01	4.168730e+01	2932	scram	scram_18.png
